"Binomial","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Acanthurus chirurgus",0.03733923653666,0.0197728571661198,0.00324078193104582,NA,NA,NA,NA,NA,0.0204119982655926,0.0204119982655924,0.0204119982655926,0.0204119982655924,0.0204119982655926,-0.485809627645017,0.0204119982655926,0.0204119982655924,0.0204119982655926,0.0204119982655924,NA,NA,-0.470524676635116,0.417689315216926,-0.00982964332655628,-0.0098296433265563,0.0774745549316299
"Acanthurus coeruleus",0.0538685157881575,0.014132855785415,-0.0083280952014233,NA,NA,NA,NA,NA,-0.017609125905568,-0.0176091259055682,-0.0176091259055682,-0.0176091259055682,-0.017609125905568,-0.0176091259055682,-0.0176091259055682,0.169245729460299,0.169245729460299,-0.0567287889653821,-0.0958484520251961,0.0396825792945159,0.0591329352649765,0.0585863445765892,-0.0295123605306947,-0.0295123605306946,0.090418355130604
"Acanthurus dussumieri",NA,NA,NA,NA,NA,-0.129768441993098,-0.167675554435793,-0.211998675651296,-0.100179916891309,0.0929810065409878,0.0786270534602123,NA,NA,-0.364035821790107,-0.361045633526482,-0.34887364028204,-0.319028966164813,-0.265434367501791,-0.0437400668389676,-0.00217406145590565,0.0348131260725449,-0.0168987332417127,0.00393113502981512,0.096894538258606,0.1149262234269
"Acanthurus xanthopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261873016206179,-0.0145845238314258,-0.16714382383019,-0.26568139405367,-0.215730623883988,-0.021325503134238,0.192779694007161,0.271418051819207,0.170706797222741,0.00831617345582476,-0.0491624611469022,0.0421023752086625
"Accipiter badius",NA,NA,NA,NA,NA,NA,-0.0374060002856954,-0.0374060002856954,-0.0374060002856954,-0.0374060002856953,-0.0374060002856954,-0.0374060002856954,-0.0374060002856954,-0.0374060002856953,-0.0374060002856954,-0.0374060002856953,-0.0374060002856954,-0.0374060002856954,-0.0374060002856954,-0.0374060002856953,-0.0374060002856955,-0.0374060002856953,-0.0374060002856953,-0.0374060002856955,-0.0374060002856953
"Accipiter cooperii",0.00754893339681627,0.00684286268720567,0.00604451354537007,0.00510370091270152,0.00405593051689166,0.0030350339859985,0.00217791690163967,0.0015939193457739,0.00140871041595291,0.00172684594229994,0.0025021098650278,0.00351388929483224,0.00453238928566934,0.00546836410543435,0.00631185297791185,0.00697890775845169,0.00732477259783752,0.00706252804217578,0.00692278668389443,0.00682578981718057,0.00144853676228018,0.00147920834441847,0.00150417245539585,0.00152204462670533,0.00153211339051056
"Accipiter gentilis",0.013605995464651,0.01545675803267,0.0171823059861126,0.0144574981346864,0.0121415696752686,0.00609789077455299,0.00466544158759768,0.00488459988196491,0.00152507635087765,0.00224192970885047,0.00243328059101729,0.0035020664017264,0.00251814189584723,0.00931436024185648,0.00858435826333548,-0.00955578732520158,0.0173717695743641,-0.0562320697302285,0.0300175218017767,-0.0812208349982023,0.00551041743314275,0.00545048814170227,0.00540754697624727,0.00538013005732248,0.00536477754085842
"Accipiter nisus",0.000179258050167653,0.0306449245232111,0.0320367956572819,0.0189076037616341,0.0012578522691456,-0.00490836209803065,-0.0066226256853451,-0.00764867919037529,-0.0087178454191426,-0.0089400193554241,-0.00858968202005073,-0.00852075099847715,-0.00584347523387377,-0.00699040304530462,-0.0147248473680876,-0.0217351035970297,-0.0153164635803298,0.0277521015421546,-0.000962103961464255,-0.00038953028557108,-0.0101048173002502,-0.0076171298020075,0.0098596135504648,-0.00901806503581315,-0.00678283971463634
"Accipiter striatus",-0.00750962025669567,-0.00889634684706125,-0.0100180734281551,-0.00995180672839323,-0.00849599055123474,-0.00368619296700048,-0.00311984091815916,-0.00101685233797751,-0.00135075461758998,-0.00100712710377362,-0.0010414836996997,-0.00195402902649337,-0.00273874690279659,-0.00221434630386668,-0.000913533298757616,-0.00104575442322116,-0.0046128716849306,-0.0118746482588692,-0.0122869426206021,-0.0222376806620203,-0.0272558721005387,-0.0245610400054771,0.0972160062317902,-0.00618909217002057,-0.00191405324070234
"Achirus lineatus",-0.0320040026088397,-0.0320040026088397,-0.0320040026088398,-0.0320040026088396,-0.145532416225143,-0.145532416225007,-0.145532416224331,-0.145532416222646,-0.145532416219779,-0.259060829823102,-0.259060829814717,-0.119574929155173,-0.119574929152322,-0.119574929150917,0.0199109714966307,0.0199109714966306,0.0199109714966308,0.0199109714966306,0.0199109714966307,0.0199109714966307,0.0199109714966306,0.0199109714966307,0.0199109714966306,0.0199109714966307,NA
"Acinonyx jubatus",-0.0161496807454502,-0.019299744735168,-0.026784538252086,-0.0252155594942129,0.00766360578511601,0.0444035312790605,0.0761485316393733,0.0916008673656355,0.104710723164316,0.104861553917847,0.0926324457308955,0.0735614365260856,0.052759782673209,0.0325726230135105,0.0427062924837374,0.0121034348805126,-0.0102014609375747,-0.0247708421018815,-0.0334265253864371,-0.0373503712377866,NA,NA,NA,NA,NA
"Acipenser brevirostrum",0.0423618205481557,0.0423618205483481,0.0423618205485848,0.042361820548783,0.0423618205488752,0.042361820548848,-0.160942205524016,-0.138852591818441,0.0822385291492048,0.081936517722659,0.081936517722659,0.162991947932463,0.115896998732322,0.063475952831828,0.0634759528318285,0.0634759528318285,0.063475952831828,-0.159976433615551,0.174367015601799,-0.043814283141628,-0.0659188142359377,-0.0747307455893459,0.014941870522359,-0.0127632006017624,NA
"Acipenser desotoi",-0.00956348190882091,-0.00658664395224388,0.0511004908643901,0.0055949538774042,0.0491048046767508,0.0258892114093814,0.0721485404293827,0.087414112210737,0.0258892114093787,NA,NA,0.0751412682458845,0.0188503321738653,0.00939075298635084,0.00939075298635084,0.00939075298635084,0.0146448572389599,NA,NA,NA,0.00673774711158703,0.00673774711158659,0.00673774711158703,0.00673774711158659,0.00673774711158703
"Acipenser fulvescens",0.124321412103522,0.124321412103522,-0.0114156464554988,-0.0106925535666143,-0.0385260962944587,-0.0183797827424775,0.0204567587301731,0.0216329250893922,0.0201258703064489,0.0213604172575537,0.127353637352672,-0.0349858605455876,-0.222078013626088,-0.0175833908567492,0.0887852273910029,-0.0438734786538696,0.0786950303360587,0.0137636224381051,0.144406125193018,0.0172045280470799,0.0172045280466147,0.00730295490307502,0.00730295490287709,-0.165508559729351,0.0559701893788932
"Acipenser gueldenstaedtii",0.00511542406334997,-0.0165009664498015,-0.0165009664498015,-0.0165009664498015,-0.0848630382489561,-0.0848630382489559,-0.0848630382489559,0.00884799377221035,0.00884799377221035,0.00884799377221035,0.00884799377221035,0.103655015430825,-0.0389965125548444,-0.272423207809899,0.18228640317486,-0.187108219916747,0.190886978417695,-0.0874013192147763,-0.628051845484159,NA,NA,NA,NA,NA,NA
"Acipenser medirostris",0.00951527570881883,0.00933125537390034,0.00903464379272007,-0.0108500956794418,-0.0371983812806116,-0.0377385135568608,0.0143686928557614,0.0138319539874839,0.0133766165404965,0.0130253495615028,-0.0224174531606762,-0.0103991928111224,-0.0105962844301626,-0.010708051009404,-0.0107668474054501,-0.0107905339614376,NA,NA,NA,0.0054925702674824,0.00549257026748284,0.0054925702674824,0.00549257026748284,0.00549257026748284,0.0054925702674824
"Acipenser oxyrinchus",NA,NA,NA,0.150514997831991,0.0101294903774726,0.0292116564893694,0.060775104039324,-0.1589303354422,-0.0263266397353089,-0.0843860642593296,-0.0458873661684381,0.0524962883956793,0.183046759773928,-0.00834767813400528,0.329723159124284,-0.298515444027401,-0.183366146821751,NA,NA,NA,NA,NA,NA,NA,NA
"Acipenser schrenckii",-0.00481857688544851,-0.00481857688544851,-0.00481857688544829,-0.00481857688544851,-0.00481857688544829,-0.00481857688544829,-0.0320179480281837,-0.0320179480281835,-0.0320179480281835,-0.0320179480281835,-0.0320179480281837,-0.0320179480281835,-0.0320179480281835,-0.0320179480281837,-0.0320179480281835,-0.0320179480281835,-0.0320179480281837,-0.0320179480281835,-0.0320179480281835,-0.0320179480281837,-0.0320179480281835,-0.0320179480281835,-0.0320179480281835,-0.0320179480281835,NA
"Acipenser sinensis",-0.0273706706269327,-0.0273706706239473,-0.0273706706202791,-0.0273706706161604,-0.0273706706124889,-0.0273706706104021,-0.0442689646966063,-0.0442689646966516,-0.0442689646966969,-0.0442689646967391,-0.0442689646967902,-0.0442689646968555,-0.0442689646969403,-0.0442689646970442,-0.0442689646971637,-0.0442689646972982,-0.0442689646974466,-0.0442689646976091,-0.044268964697773,-0.0442689646979142,-0.0442689646980194,-0.0442689646980918,-0.0442689646981607,-0.0442689646982375,-0.0442689646983117
"Acipenser stellatus",-0.031070059228288,-0.0141790239356543,-0.0141790239356543,-0.0141790239356543,-0.148366767199285,-0.148366767199285,-0.148366767199285,-0.0172702297858247,-0.0172702297858247,-0.0172702297858247,-0.0172702297858249,0.0754210971743181,0.0151913144968605,-0.210278921951641,-0.159305108444739,-0.0304440584493497,-0.205841532085588,0.0999334800017515,-0.988861802644424,NA,NA,NA,NA,NA,NA
"Acipenser transmontanus",-0.125486459636794,-0.0709452301913495,0.00573411678115273,-0.0225400104722011,-0.0140047056488197,-0.0222057493703726,-0.0328757418084444,-0.0275877732667813,0.315876601142662,0.116094509167146,0.0249176690441007,-0.358270403891952,0.0416349454560251,0.124156456133156,0.102360331714572,0.0974096412526514,0.092853653165513,-0.00566599415158198,-0.0362843064058371,-0.0618279625059368,-0.0170132693179426,-0.00614024414526693,0.00317083644737615,0.00924636767253251,0.0105100643163212
"Acridotheres tristis",NA,NA,NA,0.0621656909212462,0.0622521761506241,0.062022824755672,0.0611272497850954,0.0430128667857455,0.0417166606894478,0.0393073656543725,0.0346965685644393,0.0271973778824957,0.017717381320254,0.0087959928566681,0.00295575860087083,0.000723974152300633,0.000338530318871766,-0.000429079073641536,-0.00215885166961538,-0.00362772522257981,NA,NA,NA,NA,NA
"Acris crepitans",0.0470677487283853,0.0250955151954492,-0.00120953112520267,-0.0239577548555339,-0.0347990420599768,-0.0302934642446124,-0.0145748892147133,0.0034181774722078,0.0160886670189546,0.0214532814011118,0.0222963835223171,0.0220739784013461,0.0220749987477712,0.0219603173323786,0.0217029579693003,0.0220221303223999,0.0231493986971617,0.0241879787308677,NA,NA,NA,NA,NA,NA,NA
"Acrocephalus arundinaceus",0.0486941596097524,0.0331142208438805,0.0154534835781801,0.00254403294069575,-0.00559109631581212,-0.0252550817261199,-0.0183394255563863,-0.00119394990592985,0.0016899997166583,0.00576380581713497,-0.00272419185311049,0.00128290419092203,0.052834089326522,0.0324919482387646,0.080534731288755,0.0327682986600856,0.0390955091491671,0.0256608431717381,0.0244768816900996,0.00818426906004034,0.00937746509072211,0.0064911384351615,-0.000211736378245009,-0.00363414646297874,-0.000190072819357817
"Acrocephalus australis",NA,NA,NA,0.0586548703149601,0.0573919542310533,0.0548613909944278,0.0511514844106848,0.0806519894313331,0.0353754404255551,0.00230630138292309,0.0129412138660618,0.0231506953104597,-0.0145141947058264,-0.066465242633981,-0.0593334550153143,0.0113946882672796,0.0691649738945809,0.0579791013902722,0.00731271458147309,-0.0242906083902078,-0.0483912046100532,NA,NA,NA,NA
"Acrocephalus luscinius",-0.0104633173380841,-0.0104633173380841,-0.0104633173380841,-0.0104633173380839,-0.0104633173380841,-0.0104633173380841,-0.0104633173380841,-0.0104633173380839,-0.0104633173380841,-0.0104633173380841,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,-0.0252043534973108,NA,NA,NA,NA,NA
"Acrocephalus melanopogon",NA,NA,NA,NA,NA,0.0467829415882348,0.0387030571392919,0.0248111785017291,-0.00991221140337895,-0.0155831189017068,-0.0188367995513183,-0.0201160105545557,-0.0298889555245014,-0.0298889555245019,-0.0298889555245014,-0.0298889555245019,-0.0298889555245019,-0.0298889555245014,NA,NA,NA,NA,NA,NA,NA
"Acrocephalus palustris",-0.00871184768761113,-0.0147725695915679,-0.0203142079827754,-0.0206943119361074,-0.0129095076690513,-0.000102250592697306,0.0105893525937439,0.014308910495989,0.0114098493034791,0.0049685336620855,-0.00232817509256966,-0.00854093542278234,-0.0121017579504428,-0.0127228863390623,-0.0116967904298337,-0.0101131957767562,-0.00768138914063021,-0.00446169615505632,-0.00255696982088915,-0.00399929577682689,-0.00726472539709633,-0.0081286883913172,-0.00468219322611785,9.32602711589681e-05,0.00163925335088533
"Acrocephalus schoenobaenus",-0.010572458394013,-0.0198614625921102,-0.0272365519607305,-0.0275706682876766,-0.0223439195256746,-0.016298258625152,-0.0124354349044149,0.0734316260685437,0.0683149318742358,0.0587417814500083,0.045240115005815,0.0374635865928387,0.051701085706835,0.0402553503377419,0.0292555437675363,0.021523850327948,0.0181491208227933,0.00799948686901214,0.00987088202867437,0.0162808002914019,0.0175162100158601,0.0140460730910559,0.00698902183803529,-0.00164277527862033,-0.0111300313403317
"Acrocephalus scirpaceus",0.00638684503827611,0.00456271338398098,0.00638374442426745,0.0110069514074575,0.0127982800685786,0.0120237461223093,0.00891765903296904,0.00163738631683139,-0.00564365987921978,-0.0133616649523756,0.0546503795135291,0.0639279887017638,0.0542490517715468,0.0283497301935694,0.0150392532302139,0.0103612204121769,0.0162055919413041,-0.0231395597543248,-0.0301340037266663,-0.00910767785341136,-0.00303028956697048,0.00920476137198094,0.0145004660252843,0.0104212338415006,0.00535821321400574
"Acroteriobatus annulatus",-0.18221103398024,-0.18221103398024,-0.182211033980241,-0.18221103398024,-0.18221103398024,NA,NA,NA,NA,NA,NA,0.24332668229499,0.243326682294923,0.243326682294684,0.24332668229417,0.243326682293418,0.243326682292667,0.243326682292216,NA,NA,NA,NA,NA,NA,NA
"Actitis hypoleucos",0.150297716417553,0.133864557706523,0.131069483924814,-0.0379901688263501,0.0766653462315244,-0.0400252509031989,0.0426489960677946,0.0811293976693674,0.0275168453701002,0.0151314962705888,0.00572350462674369,0.0157376143452102,0.034459691421239,0.046135265290535,0.0570387230286116,0.0609028854840743,0.0191230146473576,-0.0430844416554911,-0.0466478191722447,0.0184239771994069,0.0184574105543998,0.00283786304800093,0.00520347111980546,0.00693914755792217,0.0072266144119452
"Actitis macularius",-0.0124785381606363,-0.0125213622608387,-0.012579997693982,-0.0126448277500486,-0.0127042545339108,-0.0127531968983962,-0.0127978151379521,-0.0128487390924408,-0.0129073794888906,-0.0157259547638186,-0.0157494027765594,-0.015736926012391,-0.0156896268717788,-0.0156150375418321,-0.0155195745778353,-0.0154073858555993,-0.0152831180729419,-0.015152510554509,-0.012190332094321,-0.0120497726765625,-0.0119176470817267,-0.0117983885789206,-0.0116920718927238,-0.0115949499889343,-0.0115070481560254
"Adenomera andreae",0.0155540629323528,0.0155540629323527,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323527,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323528,0.0155540629323527,0.0155540629323528,0.0155540629323528,0.0155540629323528,NA,NA,NA,NA,NA
"Aegithalos caudatus",0.0154876349339972,0.0142936717258264,0.0123645285344631,-0.316119527079449,0.337708167860872,-0.0862135190168904,0.277973633530845,-0.0817290209867834,-0.0625341663385373,-0.0318965531686467,0.0673933715221231,0.0783047634417958,0.0992770982005201,-0.0491434643009336,0.0421277817376453,0.118733274261309,0.0427368298095078,-0.00595375965645405,-0.0135680324889852,0.0234136496938109,-7.484735768995e-05,-0.00317274529159442,-0.0048061514693903,-0.00430273313798157,-0.0021869987864945
"Aegolius acadicus",-0.023116996358699,-0.0231169963588593,-0.0231169963590356,-0.0231169963592261,-0.0137509157397908,-0.0140175502598668,-0.0157834481082796,-0.0194478781597007,-0.0235513656265958,-0.0264941982329626,-0.0284145009229664,-0.0301725977802206,-0.0308125324153636,-0.0275296311593588,-0.00231273732974599,-0.00703199940562216,0.00326687481193011,0.00868654045107276,0.00883796005728965,0.00507063993690615,-0.00140759452614636,-0.0100297746701568,-0.0203580798838566,-0.0316407192661377,-0.0425613964970236
"Aegypius monachus",0.0755236799160312,0.0468708329679495,0.0274747009137255,0.0249445821598683,0.0219031465319325,0.020822961006885,0.0251391872732997,0.021771095542722,0.0193901024314845,0.0516716639172869,0.0465699432835389,0.0455274788531845,-0.00639756047777742,0.035947983651125,0.0646561928535061,0.105751088788081,0.059264001512239,0.0334155977914373,0.0092797920704121,0.0449770246157213,0.100358591971841,0.0791295811043516,0.0610602933355984,NA,NA
"Aepyceros melampus",-8.30665647820847e-05,0.0347327030733504,-0.0265736516979496,-0.035008579733452,-0.00764314683329183,-0.00767540097193501,0.00532506090191755,0.0197824509426423,0.0122817741149495,0.00646100966956463,-0.0275099569727007,-0.0491642356172018,0.0393756309602604,-0.00485318828580367,0.0202259343473428,-4.25863969367071e-05,-0.0106709520166356,0.00681483861009804,0.0316723874299074,0.0461861023215246,-0.0255403874935165,-0.0237715435540918,-0.0228871215843779,0.0416462455361,0.0416462455361002
"Aerodramus maximus",-0.0219075678197385,-0.0219075678197376,-0.311113570934512,-0.0729812529909832,-0.0729812529909832,-0.0729812529909823,0.110924374808178,0.110924374808178,0.0146918888426049,0.0146918888426049,-0.0146918888426049,-0.0146918888426049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aeronautes saxatalis",-0.00375553603399512,-0.00375823727720156,-0.00376125789371873,-0.00376483027818411,-0.00376902035321067,-0.00377377480609767,-0.00377910847331556,-0.00378522466079256,-0.00379244039116158,-0.00380095334331476,-0.00381061018090184,-0.0038208857064243,-0.00383118097060073,-0.00384124834569899,-0.0038513085192477,-0.00386164094944713,-0.00387202493109642,-0.00388168101807029,-0.00388984635103426,-0.00389635600893096,-0.00390157023225662,-0.00390577567147987,-0.00390881071333077,-0.00391034934015905,-0.00391047048946991
"Aetobatus narinari",NA,NA,NA,NA,NA,NA,-0.0173132032611128,-0.0172846550569442,-0.0172335163928258,-0.0171744304216178,-0.0171141445569143,-0.0170408475574429,-0.0169320517183656,-0.0167734181986191,-0.0165712937809214,-0.0163477174739444,-0.0110694143377661,-0.0109607284692834,-0.0108547620715153,-0.0107535981771103,-0.0106663166782031,-0.0106050720910179,-0.0105762586069131,-0.0151340355167855,-0.0151565213261343
"Agelaius phoeniceus",-0.00850488588269983,-0.0103842899290369,-0.0112890127726518,-0.0109290790309368,-0.00994959352353785,-0.00272697605971125,-0.00990317068619168,-0.0119736389923779,-0.0140498997296403,-0.0136814857227699,-0.0103394343960349,-0.00663074396667286,-0.00566242454284681,-0.00754080544734075,-0.00940088863181164,-0.00869392838098592,-0.00552676104181208,-0.00186393529933756,0.000469058243331679,0.000691362316754924,-0.000952522306753659,-0.00329019010287009,-0.00476871611048001,-0.00465187204355218,-0.00359643124658426
"Ailuropoda melanoleuca",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aix sponsa",0.0126616378493757,0.0127850425871892,0.0127889736991983,0.0126644409875137,0.0124722541526117,0.012274645683535,0.0120910908263897,0.0119170679248214,0.0117590828424347,0.0116347168901849,0.0115498052727794,0.0114962982810004,0.01147697359241,0.0115201052673054,0.0116592847566823,0.0118993187338294,0.0122056987488234,0.0125247131957974,0.0128070714686066,0.0130128842180469,0.0131086900615848,0.0130798711105114,0.0129540915807764,0.0128014642422917,0.0126934510496036
"Akodon azarae",NA,0.313640344813399,0.309481441637268,-0.207605620145293,0.300766168256856,-0.235720628611522,-0.0046207579027811,0.00427381783305542,0.0158605174620132,0.0280371042250881,-0.015965127154747,-0.0135482610292957,-0.0177215914738783,-0.0258098334785555,-0.0344082240191743,-0.00276980537089511,-0.0108555541865381,-0.0137751226792895,-0.0133360037979942,-0.012172324637618,NA,NA,NA,NA,NA
"Alauda arvensis",-0.0128539109646904,-0.00829240608719215,-0.00446450970396428,-0.0103982327648778,-0.00975801059804966,-0.0126390172986288,-0.0134806012515263,-0.0160804452475557,-0.0183791371630817,-0.0204182854194031,-0.0293143285134984,-0.0305397240417193,0.0320748057575596,0.00489986540684447,-0.087952741837751,0.0387207451849667,-0.0617729098999917,-0.0247589784330962,-0.0240613340372472,-0.0237862771391334,-0.00400542062354554,-0.00600414910777962,-0.00775652401845599,-0.00838888018720509,-0.00799528248378564
"Albatrossia pectoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0296553115730847,0.0296553115730838,0.0296553115730838,0.0633254623091939,0.0633254623091943,0.0377918403302312,0.01449244265649,-0.232774393076607,0.2452590801529,0.0231274767468647,0.00792063268065535,0.179453414097697,0.00105750172935082
"Alburnoides bipunctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0586265724144731,0.058626572414473,0.058626572414473,0.0625875893722346,0.0625875893722346,0.0625875893722346,0.0625875893722346,0.00178503459301556,0.230356762541795,0.013343978973163,-0.0141443269107466,-1,1,0.983745918605574,-0.957938654999289
"Alburnoides prespensis",-0.0074223776813141,-0.0106915062659935,-0.0114639294858394,-0.00992140589006424,-0.00754657779846141,-0.00788989052465466,-0.0127147605531782,-0.0203420414737076,-0.0283282614872682,-0.0369846188275439,-0.050363366478817,-0.0718286434867208,-0.100407995337597,-0.132289040815945,-0.153935906552822,-0.159840694876071,-0.141213377460658,-0.0960917802003165,-0.0317121580691111,0.0397258420117321,0.105793727248008,0.157121803099374,0.189101257444629,0.202710146637761,NA
"Alburnus alburnus",NA,NA,NA,NA,NA,NA,NA,NA,-0.0364271137959947,-0.0364271137959946,-0.00794498707841572,-0.00794498707841581,-0.00794498707841572,0.0699969258631692,-0.228605041154571,0.0699969258631692,0.0699969258631692,-0.00755749315467581,0.028046095764914,0.028046095764914,-0.0139047343333412,1,0.0446778694504974,-0.152572190209669,0.254045647627342
"Alburnus arborella",NA,NA,NA,NA,-0.143723001963846,-0.143723001963846,-0.143723001963846,-0.143723001963846,-0.143723001963846,-0.143723001963846,0.0362300545127339,0.0362300545127341,0.0362300545127339,0.0362300545127339,0.0362300545127341,0.0362300545127339,-0.0348190466025149,-0.0348190466025151,-0.0348190466025149,-0.0348190466025151,-0.0348190466025149,-0.0348190466025149,NA,NA,NA
"Alburnus belvica",0.0442246094561497,0.0435479880677566,0.0427625396709592,0.0418399800137792,0.0406432503230543,0.0390559680976901,0.0371211627317853,0.0350264680801644,0.0329431256372081,0.0363710236698336,0.0986009141329142,0.0310153720215786,0.0294879796203354,0.0277766233866305,0.0260228724014595,0.0242801589328601,0.0226306962431989,0.0211463856033062,0.0199123357250925,0.0190392280778455,0.0703825851709896,-0.166409611718513,0.373600543374079,0.00163872337340032,NA
"Alca torda",0.00543120659739419,0.00461463684155972,0.00549958842885511,0.0109402487336064,0.0126638795657611,0.0134389518598418,0.0126321829008976,0.0132387421408396,0.0116374192183072,0.0138354112199703,0.0123790702601168,0.0104730567207216,0.00749631409467696,0.032865263547265,-0.0907506275857099,0.0123375804152065,-0.0808313871946099,-0.0137517631986084,0.0908280812736135,-0.0543776812307926,-0.0779281933301309,0.0292765341685435,0.037943717415871,0.0448711338598622,0.0515395612468821
"Alcedo atthis",NA,NA,0.108137047087311,0.107986483231691,0.0797843528346832,0.0559149812249532,0.0436312788504173,0.0148816129753882,-0.0692365891919898,0.0202923559606635,0.152126334802313,-0.0215126530491956,-0.0118187811723401,0.0603794944662074,0.0478692766723198,0.156592891936637,0.00113175294270951,-0.0284888660957637,-0.0401866887195016,-0.032255335771758,-0.033678153370754,-0.0302867075746305,-0.0183106090610207,-0.00228049779012496,0.0113666102925608
